entrez_human	ensembl_gene_id	gene_symbol	entrez_rat	entrez_mouse	Unirprot_Human	Uniprot_Rat	Uniprot_mouse	gene_name	synonym	DbTF	pubmed_id	evidence.type	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi.et.al	TcoF.DB	TFCat	TFClass_human	TFclass_mouse	Vaquerizas.et.al	pubmed_id.1	taxon	pubmed_id.2	taxon.1	pubmed_id.3	taxon.2	pubmed_id.4	taxon.3	pubmed_id.5	taxon.4	pubmed_id.6	taxon.5	GOC981.select_EC
3204	ENSG00000122592	HOXA7	500126	15404	P31268	M0R7P7	G3UZU9,P02830,Q8JZW2	homeobox A7	ANTP|HOX1|HOX1.1|HOX1A	yes	18973687	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	18973687	9606	0	0	0	0	0	0	0	0	0	0	981
80317	ENSG00000189298	ZKSCAN3	306977	72739	Q9BRR0	F7DP88,Q5FVP7	Q91VW9	zinc finger with KRAB and SCAN domains 3	ZF47|ZFP306|ZNF306|ZNF309|ZSCAN13|ZFP47|DJ874C20.1|DJ874C20.1.|ZFP-47	yes	18940803	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	18940803	9606	0	0	0	0	0	0	0	0	0	0	981
5013	ENSG00000115507	OTX1	25646	18423	B4DM62,P32242	Q63410	P80205,Q5SS54	orthodenticle homeobox 1	0	yes	18849347	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	18849347	9606	0	0	0	0	0	0	0	0	0	0	981
3054	ENSG00000172534	HCFC1	363519	15161	A6NEM2,P51610	D3ZN95	B1AUX2,Q61191	host cell factor C1 (VP16-accessory protein)	CFF|HCF-1|HCF1|HFC1|MRX3|VCAF	yes	18836447	0	0	0	GOC	0	0	Ravasi et al	TcoF-DB	TFCat	0	0	0	18836447	10090	0	0	0	0	0	0	0	0	0	0	981
10923	ENSG00000113387	SUB1	192269	20024	P53999,Q6IBA2	Q63396	P11031	SUB1 homolog (S. cerevisiae)	P15|PC4|P14	yes	18836447	0	AnimalTFDB	0	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	0	0	0	18836447	10090	0	0	0	0	0	0	0	0	0	0	981
23435	ENSG00000120948	TARDBP	298648	230908	Q13148,Q9H256	I6L9G6	Q544R5,Q6VYI4,Q6VYI5,Q8BLD4,Q8BUM1,Q8R0B4,Q921F2	TAR DNA binding protein	ALS10|TDP-43	yes	18836447	0	0	0	GOC	0	0	Ravasi et al	TcoF-DB	TFCat	0	0	0	18836447	10090	0	0	0	0	0	0	0	0	0	0	981
222546	ENSG00000185002	RFX6	294395	320995	Q8HWS3	F1LTN7	Q8C7R7	regulatory factor X, 6	MTFS|RFXDC1|DJ955L16.1	yes	18673564	Sequence analysis	AnimalTFDB	DBD	GOC	0	0	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	18673564	9606	0	0	0	0	0	0	0	0	0	0	981
51176	ENSG00000138795	LEF1	161452	16842	Q659G9,Q9UJU2	G3V7C1,Q9QXN1	D3Z654,P27782,Q3TYB0,Q8BGZ9,Q8C402	lymphoid enhancer-binding factor 1	LEF-1|TCF10|TCF1ALPHA|TCF7L3	yes	18579517	Experimental	AnimalTFDB	0	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	18579517	9606;10090	0	0	0	0	0	0	0	0	0	0	981
5245	ENSG00000167085	PHB	25344	18673	A8K401,P35232,Q53FV0	P67779	P67778	prohibitin	PHB1	yes	18480465	0	0	0	GOC	0	0	0	TcoF-DB	0	0	0	0	18480465	10090	0	0	0	0	0	0	0	0	0	0	981
84324	ENSG00000205323	SARNP	0	0	P82979	0	0	SAP domain containing ribonucleoprotein	CIP29|HCC1|HSPC316|THO1	yes	18480465	0	0	0	GOC	0	0	0	0	0	0	0	0	18480465	10090	0	0	0	0	0	0	0	0	0	0	981
2034	ENSG00000116016	EPAS1	29452	13819	B3KW07,Q99814	Q9JHS1	P97481	endothelial PAS domain protein 1	ECYT4|HIF2A|HLF|MOP2|PASD2|BHLHE73	yes	18442887	Experimental	0	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	18442887	9606	0	0	0	0	0	0	0	0	0	0	981
140690	ENSG00000124092	CTCFL	296420	664799	A6XGM0,A6XGM9,Q8NI51,V9GY73,V9GYX4	0	A2APF3	CCCTC-binding factor (zinc finger protein)-like	BORIS|CT27|CTCF-T|HMGB1L1|DJ579F20.2	yes	18413740	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	18413740	9606	0	0	0	0	0	0	0	0	0	0	981
6666	ENSG00000177732	SOX12	689988	20667	O15370	D3ZZ13	Q04890	SRY (sex determining region Y)-box 12	SOX22	yes	18403418	Experimental	AnimalTFDB	0	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	18403418	10090	0	0	0	0	0	0	0	0	0	0	981
55897	ENSG00000166823	MESP1	308766	17292	Q9BRJ9	D3ZUG3	P97309	mesoderm posterior 1 homolog (mouse)	BHLHC5	yes	18297060	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	0	0	0	TFclass	TFclass_mouse	Vaquerizas et al	18297060	9606	0	0	0	0	0	0	0	0	0	0	981
56751	ENSG00000125492	BARHL1	117232	54422	Q9BZE3	P63156	P63157,Q8BJ04	BarH-like homeobox 1	0	yes	18212062	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	18212062	10090	0	0	0	0	0	0	0	0	0	0	981
55502	ENSG00000144485	HES6	316626	55927	B9A070,Q96HZ4	Q5PPN0	Q9JHE6	hairy and enhancer of split 6 (Drosophila)	HES-6|BHLHB41|BHLHC23	yes	18160400	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	0	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	18160400	9606	0	0	0	0	0	0	0	0	0	0	981
112770	ENSG00000198715	C1ORF85	0	0	Q8WWB7	0	0	chromosome 1 open reading frame 85	NCU-G1	yes	18021396	Experimental	0	0	GOC	0	0	0	0	0	0	0	0	18021396	9606	0	0	0	0	0	0	0	0	0	0	981
3068	ENSG00000143321	HDGF	114499	15191	P51858	Q8VHK7	P51859	hepatoma-derived growth factor	HMG1L2	yes	17974029	Experimental	0	0	GOC	0	0	Ravasi et al	TcoF-DB	TFCat	0	0	0	17974029	9606	0	0	0	0	0	0	0	0	0	0	981
8091	ENSG00000149948	HMGA2	84017	15364	P52926	O88791	P52927,Q6NSP9	high mobility group AT-hook 2	BABL|HMGI-C|HMGIC|LIPO|STQTL9	yes	17914116	Experimental	AnimalTFDB	0	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	17914116	9606	0	0	0	0	0	0	0	0	0	0	981
5241	ENSG00000082175	PGR	25154	18667	P06401	Q63449	A6H6A5,Q8BW69	progesterone receptor	NR3C3|PR	yes	17785366	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	17785366	9606	0	0	0	0	0	0	0	0	0	0	981
64651	ENSG00000144655	CSRNP1	363165	215418	Q96S65	D4AAK3	P59054	cysteine-serine-rich nuclear protein 1	AXUD1|CSRNP-1|FAM130B|TAIP-3|URAX1	yes	17726538	Experimental	0	0	GOC	0	0	0	0	0	TFclass	TFclass_mouse	0	17726538	10090	0	0	0	0	0	0	0	0	0	0	981
81566	ENSG00000110925	CSRNP2	315308	207785	Q9H175	D4A1W4	Q8BGQ2	cysteine-serine-rich nuclear protein 2	C12ORF2|C12ORF22|FAM130A1|PPP1R72|TAIP-12	yes	17726538	Experimental	0	0	GOC	0	0	0	0	0	TFclass	TFclass_mouse	0	17726538	10090	0	0	0	0	0	0	0	0	0	0	981
80034	ENSG00000178662	CSRNP3	311093	77771	J3KQ49,Q8WYN3	0	P59055,Q7TNU4	cysteine-serine-rich nuclear protein 3	FAM130A2|PPP1R73|TAIP-2|TAIP2	yes	17726538	Experimental	0	0	GOC	0	0	0	0	0	TFclass	TFclass_mouse	0	17726538	10090	0	0	0	0	0	0	0	0	0	0	981
5741	ENSG00000152266	PTH	24694	19226	P01270	P04089	Q9Z0L6	parathyroid hormone	PTH1	yes	17696759	0	0	0	GOC	0	0	0	0	0	0	0	0	17696759	9606	0	0	0	0	0	0	0	0	0	0	981
5458	ENSG00000151615	POU4F2	171355	18997	Q12837	G3V7L5	Q63934	POU class 4 homeobox 2	BRN3.2|BRN3B|BRN-3B	yes	17637757	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	17637757	9606	0	0	0	0	0	0	0	0	0	0	981
11107	ENSG00000138738	PRDM5	689788	70779	Q9NQX1	0	E9Q707,G3UWU3,Q9CXE0	PR domain containing 5	BCS2|PFM2	yes	17636019	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	17636019	9606	0	0	0	0	0	0	0	0	0	0	981
6913	ENSG00000092607	TBX15	295315	21384	Q8N8P2,Q96SF7	D3ZJ07	O70306	T-box 15	TBX14	yes	17584735	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	17584735	10090	0	0	0	0	0	0	0	0	0	0	981
9096	ENSG00000112837	TBX18	315870	76365	O95935	D4A1V6	G3X919,Q8C003,Q9EPZ6	T-box 18	0	yes	17584735	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	17584735	10090	0	0	0	0	0	0	0	0	0	0	981
390259	ENSG00000188909	BSX	500982	244813	Q3C1V8	D4A5F6	Q810B3	brain-specific homeobox	BSX1	yes	17550780	Experimental	AnimalTFDB	DBD	GOC	0	0	0	0	0	TFclass	TFclass_mouse	Vaquerizas et al	17550780	10090	0	0	0	0	0	0	0	0	0	0	981
5017	ENSG00000172818	OVOL1	309164	18426	G3V1B0,O14753	D4A445	Q9WTJ2	ovo-like 1(Drosophila)	HOVO1	yes	17311813	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	17311813	10090	0	0	0	0	0	0	0	0	0	0	981
64764	ENSG00000182158	CREB3L2	362339	208647	Q68D60,Q70SY1	Q6QDP7	Q8BH52	cAMP responsive element binding protein 3-like 2	BBF2H7	yes	17178827	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	0	TcoF-DB	0	TFclass	TFclass_mouse	Vaquerizas et al	17178827	9606	0	0	0	0	0	0	0	0	0	0	981
4223	ENSG00000106511	MEOX2	29279	17286	P50222	P39020	P32443	mesenchyme homeobox 2	GAX|MOX2	yes	17074759	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	17074759	9606	0	0	0	0	0	0	0	0	0	0	981
4488	ENSG00000120149	MSX2	25483	17702	P35548	G3V8D1	Q03358,Q3UZH5	msh homeobox 2	CRS2|FPP|HOX8|MSH|PFM|PFM1	yes	17068080	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	17068080	10090	0	0	0	0	0	0	0	0	0	0	981
6496	ENSG00000138083	SIX3	78974	20473	O95343	Q9ET75	Q62233	SIX homeobox 3	HPE2	yes	17066077	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	17066077	10090	0	0	0	0	0	0	0	0	0	0	981
50943	ENSG00000049768	FOXP3	317382	20371	Q9BZS1	D3ZKI1,D4Q8I2	Q53Z59,Q99JB6	forkhead box P3	AIID|DIETER|IPEX|PIDX|XPID	yes	17028180	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	17028180	9606;10090	0	0	0	0	0	0	0	0	0	0	981
64641	ENSG00000221818	EBF2	361060	13592	B2RNT0,B7Z934,Q9HAK2	D3ZT68	O08792	early B-cell factor 2	COE2|EBF-2|O/E-3|OE-3	yes	17018599	Experimental	AnimalTFDB	0	GOC	0	ORFeome	Ravasi et al	0	TFCat	TFclass	TFclass_mouse	0	17018599	10090	0	0	0	0	0	0	0	0	0	0	981
253738	ENSG00000108001	EBF3	361668	13593	Q9H4W6	D4A274	O08791,Q3UUB6,Q5DTH8,Q6NXL3	early B-cell factor 3	COE3|EBF-3|O/E-2|OE-2	yes	17018599	Experimental	AnimalTFDB	0	GOC	0	0	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	17018599	10090	0	0	0	0	0	0	0	0	0	0	981
7942	ENSG00000112561	TFEB	316214	21425	B0QYS6,P19484	Q4KLM8	Q3UKG7,Q6P203,Q8C5F1,Q9R210	transcription factor EB	ALPHATFEB|BHLHE35|TCFEB	yes	16936731	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	16936731	9606	0	0	0	0	0	0	0	0	0	0	981
56938	ENSG00000029153	ARNTL2	362464	272322	Q8WYA1	0	E9Q993,E9Q994,Q1A3C9,Q1A532,Q2VPD4	aryl hydrocarbon receptor nuclear translocator-like 2	BMAL2|CLIF|MOP9|PASD9|BHLHE6	yes	16893914	Author statement	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	16893914	10090	0	0	0	0	0	0	0	0	0	0	981
145873	ENSG00000188095	MESP2	293046	17293	Q0VG99	D3ZXB3	A6H5V4,O08574	mesoderm posterior 2 homolog (mouse)	SCDO2|BHLHC6	yes	16728472	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	0	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	16728472	10090	0	0	0	0	0	0	0	0	0	0	981
5469	ENSG00000125686	MED1	497991	19014	Q15648	D3ZRN2	Q925J9	mediator complex subunit 1	CRSP1|CRSP200|DRIP205|DRIP230|PBP|PPARBP|PPARGBP|RB18A|TRAP220|TRIP2	yes	16723356	0	0	0	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	0	0	0	16723356	10090	0	0	0	0	0	0	0	0	0	0	981
402381	ENSG00000165643	SOHLH1	362085	227631	Q5JUK2	D4A4L1	Q6IUP1	spermatogenesis and oogenesis specific basic helix-loop-helix 1	C9ORF157|NOHLH|SPATA27|TEB2|BA100C15.3|BHLHE80	yes	16690745	Experimental	AnimalTFDB	DBD	GOC	0	0	0	TcoF-DB	0	TFclass	TFclass_mouse	Vaquerizas et al	16690745	10090	0	0	0	0	0	0	0	0	0	0	981
1747	ENSG00000064195	DLX3	287638	13393	O60479	D4ADD0	Q64205,Q78ZZ8	distal-less homeobox 3	AI4|TDO	yes	16687405	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	16687405	9606	0	0	0	0	0	0	0	0	0	0	981
3175	ENSG00000169856	ONECUT1	25231	15379	Q9UBC0	D3ZM89,P70512	O08755	one cut homeobox 1	HNF-6|HNF6|HNF6A	yes	16618419	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	16618419	10090	0	0	0	0	0	0	0	0	0	0	981
4487	ENSG00000163132	MSX1	81710	17701	P28360	Q9QUG0	P13297	msh homeobox 1	HOX7|HYD1|STHAG1	yes	16600910	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	16600910	10090	0	0	0	0	0	0	0	0	0	0	981
128209	ENSG00000171872	KLF17	298449	75753	Q5JT82	D4ADI3	Q8CFA7	Kruppel-like factor 17	ZNF393|ZFP393	yes	16460907	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	0	TcoF-DB	0	TFclass	TFclass_mouse	Vaquerizas et al	16460907	9606	0	0	0	0	0	0	0	0	0	0	981
6498	ENSG00000136603	SKIL	114208	20482	P12757	D3ZWL1	D3Z7C5,Q3TB81,Q60665	SKI-like oncogene	SNO|SNOA|SNOI|SNON	yes	16442497	Experimental	0	0	GOC	0	0	Ravasi et al	TcoF-DB	TFCat	0	0	Vaquerizas et al	16442497	9606	0	0	0	0	0	0	0	0	0	0	981
3516	ENSG00000168214	RBPJ	679028	19664	Q06330	0	E9Q7W0,P31266,Q3U6F1,Q3UM17	recombination signal binding protein for immunoglobulin kappa J region	AOS3|CBF1|IGKJRB|IGKJRB1|KBF2|RBP-J|RBPJK|RBPSUH|SUH|CSL	yes	16439682	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	16439682	9606	0	0	0	0	0	0	0	0	0	0	981
57659	ENSG00000174282	ZBTB4	287441	75580	B3KVD4,Q9P1Z0	D4A8X0	Q3UHT8,Q5F293	zinc finger and BTB domain containing 4	KAISO-L1|ZNF903	yes	16354688	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	0	TcoF-DB	0	TFclass	TFclass_mouse	Vaquerizas et al	16354688	9606	0	0	0	0	0	0	0	0	0	0	981
57659	ENSG00000283868	ZBTB4	287441	75580	B3KVD4,Q9P1Z0	D4A8X0	Q3UHT8,Q5F293	zinc finger and BTB domain containing 4	KAISO-L1|ZNF903	yes	16354688	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	0	TcoF-DB	0	TFclass	TFclass_mouse	Vaquerizas et al	16354688	9606	0	0	0	0	0	0	0	0	0	0	981
3239	ENSG00000128714	HOXD13	288154	15433	P35453	D4ACD0	P70217	homeobox D13	BDE|BDSD|HOX4I|SPD	yes	16314414	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	16314414	10090	0	0	0	0	0	0	0	0	0	0	981
4005	ENSG00000135363	LMO2	362176	16909	P25791	Q3KRD2	A2BHP3,A2BHP5,P25801,Q544Z2	LIM domain only 2 (rhombotin-like 1)	RBTN2|RBTNL1|RHOM2|TTG2	yes	16314316	Experimental	0	0	GOC	0	ORFeome	Ravasi et al	0	TFCat	0	0	0	16314316	9606	0	0	0	0	0	0	0	0	0	0	981
3164	ENSG00000123358	NR4A1	79240	15370	P22736	P22829	P12813,Q545Q1	nuclear receptor subfamily 4, group A, member 1	GFRP1|HMR|N10|NAK-1|NGFIB|NP10|NUR77|TR3	yes	16237153	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	16237153	10090	0	0	0	0	0	0	0	0	0	0	981
23462	ENSG00000164683	HEY1	155437	15213	B4DEI9,Q9Y5J3	0	Q9QUM5	hairy/enhancer-of-split related with YRPW motif 1	BHLHB31|CHF2|HERP2|HESR1|HRT-1|OAF1	yes	16199874	0	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	16199874	10090	0	0	0	0	0	0	0	0	0	0	981
79733	ENSG00000129173	E2F8	308607	108961	A0AVK6	0	Q58FA4	E2F transcription factor 8	E2F-8	yes	16179649	Experimental	AnimalTFDB	DBD	GOC	0	0	Ravasi et al	0	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	16179649	9606	0	0	0	0	0	0	0	0	0	0	981
864	ENSG00000020633	RUNX3	156726	12399	Q13761	Q91ZK1	Q3U1Q3	runt-related transcription factor 3	AML2|CBFA3|PEBP2AC	yes	16164020	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	16164020	9606	0	0	0	0	0	0	0	0	0	0	981
55840	ENSG00000145088	EAF2	266787	106389	Q96CJ1	Q811X5	K4DI60,Q91ZD6	ELL associated factor 2	BM040|TRAITS|U19	yes	16114057	Experimental	AnimalTFDB	0	GOC	0	0	0	0	TFCat	0	0	0	16114057	9606	0	0	0	0	0	0	0	0	0	0	981
4772	ENSG00000131196	NFATC1	100361818	18018	A8K9C6,B4DER8,F5H4S8,K7ER53,O95644	0	B5B2N2,B5B2N4,B5B2N5,B5B2N7,Q6P7T9,Q9DBQ6	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1	NF-ATC|NFAT2|NFATC	yes	16109714	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	16109714	9606;10090	0	0	0	0	0	0	0	0	0	0	981
5359	ENSG00000188313	PLSCR1	117540	22038	O15162	P58195,Q5U351	Q9JJ00	phospholipid scramblase 1	MMTRA1B	yes	16091359	0	0	0	GOC	0	0	0	0	0	0	0	0	16091359	9606	0	0	0	0	0	0	0	0	0	0	981
64412	ENSG00000125812	GZF1	311508	74533	Q9H116	D3ZUU2	Q4VBD9	GDNF-inducible zinc finger protein 1	ZBTB23|ZNF336	yes	16049025	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	16049025	9606	0	0	0	0	0	0	0	0	0	0	981
1523	ENSG00000257923	CUX1	116639	13047	P39880,Q13948,Q3LIA3	P53565	E9QKE9,H3BJN3,H3BK24,H3BKT0,H3BLS0,P53564,Q5BL05,Q6AXG1,Q9JJB6	cut-like homeobox 1	CASP|CDP|CDP/CUT|CDP1|COY1|CUTL1|CUX|CLOX|CUX/CDP|GOLIM6|NBLA10317|P100|P110|P200|P75	yes	15994318	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15994318	10090	0	0	0	0	0	0	0	0	0	0	981
4760	ENSG00000162992	NEUROD1	29458	18012	Q13562	Q64289	Q60867	neuronal differentiation 1	BETA2|BHF-1|MODY6|NEUROD|BHLHA3	yes	15993959	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15993959	10090	0	0	0	0	0	0	0	0	0	0	981
170302	ENSG00000004848	ARX	317268	11878	Q96QS3	A6YP92	O35085	aristaless related homeobox	CT121|EIEE1|ISSX|MRX29|MRX32|MRX33|MRX36|MRX38|MRX43|MRX54|MRX76|MRX87|MRXS1|PRTS	yes	15930104	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15930104	10090	0	0	0	0	0	0	0	0	0	0	981
161882	ENSG00000179588	ZFPM1	691504	22761	Q8IX07	0	O35615	zinc finger protein, FOG family member 1	FOG|FOG1|ZNF408|ZNF89A	yes	15920471	0	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15920471	9606	0	0	0	0	0	0	0	0	0	0	981
6943	ENSG00000118526	TCF21	252856	21412	O43680	Q498R2	O35437	transcription factor 21	POD1|BHLHA23	yes	15919722	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15919722	10090	0	0	0	0	0	0	0	0	0	0	981
11023	ENSG00000148704	VAX1	64571	22326	Q5SQQ9	Q9JM00	Q2NKI2	ventral anterior homeobox 1	MCOPS11	yes	15905411	0	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15905411	10090	0	0	0	0	0	0	0	0	0	0	981
3206	ENSG00000253293	HOXA10	368057	15395	P31260	G3V6Z0	P31310	homeobox A10	HOX1|HOX1.8|HOX1H|PL	yes	15886193	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15886193	10090	0	0	0	0	0	0	0	0	0	0	981
4825	ENSG00000163623	NKX6-1	65193	18096	P78426	O35762	Q99MA9	NK6 homeobox 1	NKX6.1|NKX6A	yes	15883383	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15883383	10116	0	0	0	0	0	0	0	0	0	0	981
57057	ENSG00000164532	TBX20	315497	57246	Q9UMR3	D3ZUF4	Q9ES03	T-box 20	ASD4	yes	15843407	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15843407	10090	0	0	0	0	0	0	0	0	0	0	981
10320	ENSG00000185811	IKZF1	305501	22778	C9JTB0,Q13422,R9R4D9	D4A9W4	G5E8H3,Q3UQ33,Q5SWU0,Q8C5P6,Q8C9X3	IKAROS family zinc finger 1 (Ikaros)	HS.54452|IK1|IKAROS|LYF1|PRO0758|ZNFN1A1|HIK-1	yes	15841184	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15841184	10090	0	0	0	0	0	0	0	0	0	0	981
57822	ENSG00000158055	GRHL3	298555	230824	Q8TE85	D4A1E5	Q5FWH3	grainyhead-like 3 (Drosophila)	SOM|TFCP2L4	yes	15831758	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	0	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15831758	10090	0	0	0	0	0	0	0	0	0	0	981
7091	ENSG00000106829	TLE4	25565	21888	Q04727	Q07141	Q3UY41,Q62441,Q9WUL2	transducin-like enhancer of split 4 (E(sp1) homolog, Drosophila)	BCE-1|BCE1|E(SPI)|ESG|ESG4|GRG4	yes	15729346	0	0	0	GOC	0	0	0	TcoF-DB	TFCat	0	0	0	15729346	10090	0	0	0	0	0	0	0	0	0	0	981
5308	ENSG00000164093	PITX2	54284	18741	Q99697	Q9R0W1	B1VD84,B1VD85,P97474,Q6DIA6	paired-like homeodomain 2	ARP1|BRX1|IDG2|IGDS|IGDS2|IHG2|IRID2|OTLX2|PTX2|RGS|RIEG|RIEG1|RS	yes	15728254	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15728254	9606;10090	0	0	0	0	0	0	0	0	0	0	981
